IMAGE_FILE	DESCRIPTION	AUTHOR	TITLE	TECHNIQUE	DATE	TYPE	SCHOOL	TIMEFRAME
31268-adoratio.jpg	This panel presents a number of compositional and symbolic peculiarities: St Joseph is represented in the background, visible in the middle through the door of the hut, grazing the ox and the donkey, usually depicted next to the Infant Jesus; angels playing long flutes take the place of the shepherds and Magi; the white bird on the beam of the roof (a dove?), perhaps an allusion to the Holy Spirit that descended to Mary. The Virgin's usual blue cloak is adorned with the star of the Byzantine tradition and behind her hangs a humble saddle. The Infant St John has significantly handed the cross, symbol of the Passion, to the child, who, as was common in Tuscan painting, is lying on a sheet and a sack. The figure of the Madonna, like those of the angels, fits in perfectly with the curved edge of the panel, perhaps painted to celebrate a birth, as was customary at the time. Tradition and innovation are fused in this painting, of which there is another version in the Hermitage, considered by some the original and by others a replica of the tondo in the Galleria Borghese	PIERO DI COSIMO	The Adoration of the Christ Child	Oil on wood, diameter 140 cm	1505	religious	Italian	1451-1500
43393-f_virgi.jpg	The polyptych in on the altar of the Bernardo Chapel in the Frari's Basilica. The rich and graceful Renaissance frame is probaly by Jacopo di Faenza. After the plague of 1631, the central part came to be called the Madonna della Salute. On the left are St Andrew and St Nicholas of Bari, and St Paul and St Peter are on the right.In the upper part is the Dead Christ	VIVARINI, Bartolomeo	Virgin Enthroned with Child and Saints (polyptych)	Tempera on panel	1487	religious	Italian	1451-1500
04004-flowduck.jpg	Combining flower painting with ancient sculpture - here, a relief showing an amorous couple - was a seventeenth-century subgenre in which Andrea Belvedere excelled. This large work is one of his most famous	BELVEDERE, Andrea	Flowers and Ducks	Oil on canvas, 126 x 155 cm	before 1674	still-life	Italian	1651-1700
24785-1mero_l.jpg	X-rays of the left-hand panel indicate that the identity of the artist of this part is more likely to be Rogier van der Weyden, Campin's most gifted pupil. In this scene the patrons of the altar, Peter Engelbrecht and his wife, are depicted, kneeling devoutly, along with a man standing by a gate in the background. The discovery of additional layers of paint has led to the conclusion that the donor's wife and the man at the gate were added at a later stage	MASTER of Flémalle	Mérode Altarpiece (left wing)	Oil on wood, 64,5 x 27,3 cm	c. 1427	religious	Flemish	1401-1450
08864-12peter.jpg	"The painting is from the church of Corpus Domini in Venice. It was commissioned by Benedetto Carloni in his woill of November 5, 1504. It is signed in Latin on the paper on the base: ""JOANIS BAPTISTA CIMA / CONEGLIAN(ENS)IS.""Cima must have been attracted at a very early age to Venice, where he was fascinated by the elder Bellini and Antonello da Messina. From them he acquired a pictorial repertory suited to his work on a provincial circuit, and like Montagna and Alvise Vivarini, he propagated their approach to painting on the mainland and in Emilia. His work, however, has richer colour and warmth, through the influence of Giorgione.This altarpiece shows Cima's typical mixture of the archaic and the modern. The impeccably harmonious fifteenth-century construction of architecture and figures is accompanied by a modern sunny atmosphere and a landscape steeped in luminous vapour. The traveling artist has evoked memories of his birthplace, setting it on the shores of a quiet lake and peopling it with shepherds, as in an Arcadian dream"	CIMA da Conegliano	St Peter Martyr with St Nicholas of Bari, St Benedict and an Angel Musician	Oil on panel, 330 x 216 cm	1504	religious	Italian	1451-1500
23240-saints.jpg	These full-length saints would originally have formed part of a polyptych, standing alongside other martyred saints to surround a larger central panel depicting the Madonna and Child	LORENZO VENEZIANO	St Catherine of Alexandria and St Sigismund of Burgundy	Tempera on panel, gold ground, 99 x 33 cm (each)	1360s	religious	Italian	1351-1400
40892-03tripty.jpg	An impression of Ghent panel painting in the shadow of the leading masters is provided by a number of works from religious institutions in the city that have been attributed to local workshops on stylistic grounds. There is, for instance, the Triptych with the Family of St Anne. This work prompted the coinage of the name 'The Master of the Family of St Anne', an anonymous artist to whom several other panels in Ghent have been attributed. The most clearly discernible influence in his work is that of Van der Goes' realism	UNKNOWN MASTER, Flemish	Triptych with the Family of St Anne	Oil on panel, 87,4 x 92,5 cm (centre), 87,3 x 37,1 cm (left), 87,4 x 39,2 cm (right)	1490s	religious	Flemish	1451-1500
42811-5braida.jpg	Framed by a concave aedicule with double Corinthian columns, this large painting adorns the high altar of the church, the reconstruction of which materially involved Veronese's patron Michele Sanmicheli in 1552. After the completion of the architecture of the high altar, i.e. soon after 1564, work started on the iconographically unconventional altarpiece under the influence of Tridentine reformist ideas. It omits the gruesome torture of the martyrdom, concentrating instead on the saint's moment of intercession. The central figure is incorporated in a group composition full of movement. The scene of the martyr's unclothing is exaggerated by the presence of the Madonna in a bank of clouds accompanied by Sts Peter, Paul and the cardinal virtues Faith, Hope and Charity	VERONESE, Paolo	Martyrdom of St George	Oil on canvas, 426 x 305 cm	c. 1564	religious	Italian	1551-1600
22774-restflig.jpg	From 1507 Llanos collaborated with Fernando Yá&#241;ez in the execution of the retable for the high altar in the Valencia Cathedral. He produced 12 rectangular panels dedicated to he life of the Virgin. Although it is difficult to differentiate between the works of Llanos and Yá&#241;ez, critics universally accept Rest during the Flight to Egypt as the work by Llanos	LLANOS, Fernando	Rest during the Flight to Egypt	Oil on panel, 194 x 227 cm	1507	religious	Spanish	1501-1550
26359-woman_ma.jpg	A proper, prosperous Dutch lady daydreams as she tunes a mandolin; the viewer is invited to complete the story. The child is likely her son, and the making of music is a traditional reference to sexual love.	METSU, Gabriel	Woman Tuning a Mandolin	Oil on wood, 31 x 28 cm	1660-65	genre	Dutch	1651-1700
07196-canal312.jpg	This painting was probably painted for the Venetian man of letters and bibliophile Giovan Battista Recanati. It depicts the Flour Warehouse, the building that in 1750 was to become the the first seat of the Academy of Painting and Sculpture	CANALETTO	The Fonteghetto della Farina	Oil on canvas, 66 x 112 cm	c. 1730	landscape	Italian	1701-1750
12350-portlady.jpg	This elegant portrait is closely related to the artist's most famous work, Self-Portrait with a Harp (New York, Metropolitan Museum of Art). In fact the floral-patterned carpets in both works are identical	DUCREUX, Rose-Adélaide	Portrait of a Lady	Oil on canvas, 194 x 128 cm	1790s	portrait	French	1751-1800
15381-neptune.jpg	This half-length depiction of the married sea gods whose love is symbolized by the Cupid and the shells that accompany them was originally described in Wallraf's collection as 'Italian'. He was deceived probably by the decorative elegance of its colour and line, and by the type of the double half-length, which originated in Italy	GHEYN, Jacob de II	Neptune and Amphitrite	Oil on canvas, 103,5 x 137 cm	-	mythological	Dutch	1551-1600
40354-06prato.jpg	Paolo Uccello is considered the author of the fifteen roundels with heads in the frieze surrounding the frescoes in the Chapel of Our Lady of the Assumption in Prato Cathedral	UCCELLO, Paolo	Roundel with Head	Fresco	c. 1435	portrait	Italian	1401-1450
09613-allegory.jpg	The two allegories, Allegory of Virtues and Allegory of Vices, were painted to complete the decoration of Isabella d'Este's studiolo in the Palazzo Ducale of Mantua. These are some of the most enigmatic works of Correggio, their subject is difficult to decipher	CORREGGIO	Allegory of Virtues	Distemper, 142 x 86 cm	1525-30	mythological	Italian	1501-1550
43705-bouquet.jpg	The Vienna-based painter Ferdinand Georg Waldmüller was a master of modest pleasures, a laureate of the status quo. But even he can surprise with the contrast between his skills for both hermetic still-life and plein air narrative. The first may be witnessed in his glittering Bouquet in an Attic Bell Crater. Seen against a startlingly neutral, dark background, the flowers are surrounded by early Victorian silver, ribbon, and jewelry	WALDMÜLLER, Fedinand Georg	Bouquet in an Attic Bell Crater	Oil on panel, 58 x 46 cm	c. 1840	still-life	Austrian	1801-1850
24980-madonna.jpg	The Master of the Castello Nativity (Maestro della Nativit&#224; di Castello) was a pupil of Filippo Lippi. He must have worked closely with Filippo Lippi, as many of his paintings are direct copies of Lippi's compositions of the late 1450s. This altarpiece comes from the small parish church of Santi Giusto e Clemente in Faltugnano in the hills north of Prato. The three panels which formed the predella are now in the Philadelphia Museum of Art and in the National Gallery, London	MASTER of the Castello Nativity	Madonna and Sts Justus and Clement	Tempera and gold on panel	c. 1450	religious	Italian	1401-1450
19057-cabinet.jpg	"At the time, it was a royal passion to put together collections of ""naturalia et artificialia"" and to display them on shelves in ""Kunstkammer"" (""art cabinets""). The cabinets of curiosities (also known as Wunderkammer, Cabinets of Wonder, or wonder-rooms) were encyclopedic collections of types of objects belonging to natural history, geology, ethnography, archaeology, religious or historical relics, works of art (including cabinet paintings) and antiquities. Georg Hainz was a German painter specialized in still-lifes. He often used real objects for his paintings, which he then depicted with artistic freedom. The present painting represents a special type of vanitas still-life"	HAINZ, Georg	Cabinets of Curiosities	Oil on canvas, 115 x 93 cm	1666	still-life	German	1651-1700
14840-berlinpa.jpg	This painting is illusionistic in its theatrical sense of sudden confrontation. Guardsmen march in the distance while a servant and her little girl as seen in the foreground of Andreas Schlüter's designed Baroque palace, destroyed in World War II	GÄRTNER, Eduard	Staircase in the Berlin Palace	Oil on canvas, 48 x 59 cm	1828	interior	German	1801-1850
37655-james_1.jpg	Paulus van Somer from Antwerp was one of the the best portrait painters in England before the arrival of Van Dyck in 1632	SOMER, Paulus van	King James I of England	Oil on canvas, 196 x 120 cm	-	portrait	Flemish	1601-1650
19260-tigress.jpg	The painting is signed and dated: J. B. A. George de Hamilton Pinx 1753. This signature suggests an attribution to John Hamilton, an artist active in Vienna in the mid-18th century.This canvas is one from a pair, entitled A Lion and a Tiger, and A Tigress with her Cubs Threatened by a Crocodile. The designs in these two paintings relate to a pair of paintings, possibly pendants, executed by Peter Paul Rubens in circa 1615. The tigress with her cubs in the present canvas derive from a detail of Rubens's Four Continents (Kunsthistorisches Museum, Vienna)	HAMILTON, John	A Tigress with her Cubs Threatened by a Crocodile	Oil on canvas, 123 x 169 cm	1753	other	Scottish	1751-1800
13564-3east1.jpg	The decoration in the camerone is attributed to Fasolo, with a contribution by Zelotti. Here, inserted within elegant Corinthian loggias on the long wall, are four scenes taken from Roman history: Mucius Scaevola before Porsena and Sofonisba Asking Massinissa for Mercy (east wall), Scipio Returning Lucius's Betrothed and the Banquet of Antony and Cleopatra (west wall). On either side of the fireplace the figures of Vulcan and Venus Holding Cupid, and above the door, the figures of Minerva and Mercury complete the decoration.The present picture shows the east wall	FASOLO, Giovanni Antonio	East wall of the camerone	Fresco	c. 1565	other	Italian	1551-1600
35717-ruined_c.jpg	Panoramic views of the flat plains in Holland are often said to be the most distinctive contribution of Dutch landscape painting. They differ from the 'world panorama' of earlier Flemish art by seemingly recording the momentary view of a single scene, rather than being composed of a collection of separate visual memories. Formally, they are characterized bb a low horizon line, implying a low viewpoint. Although Ruisdael, perhaps the greatest and the most versatile Dutch landscape specialist, did not invent this type of picture, he became one of its most distinguished practitioners.This painting may represent a view in Gooiland, a district to the east of Amsterdam; there are, however, at least four other, smaller landscapes by Ruisdael that show the same view or part of it with considerable variations, and it is clear that he was not attempting strict topographical accuracy. Despite the pretence of spontaneity, this work, like all landscape paintings of the time, is a synthetic product of the artist's studio.Its dominant feature is the sky, to which two thirds of the picture surface is devoted and which is also reflected in the water of the foreground. This is the real, moisture-laden sky of Holland billowing with clouds, the sun breaking sporadically through scattering shafts of light across the countryside - effects which Constable was later to emulate. Almost more remarkable than the truthful record of the shape, density and illumination of the clouds is the illusion that they are moving through space and over our heads (we tend to think that perspective does not govern cloudscapes, but these seem to taper towards the horizon and broaden at the upper edge of the painting). The long horizon too seems to extend beyond the frame, broken only by church spires and the tiny white sails of a windmill. But our sense of inhabiting the landscape is compromised by our viewpoint in relation to the foreground. By letting us look down into the bastion standing below the horizon line, the painter suggests that we are viewing it from some improbably high place, higher also than the shore on which the peasants graze their flock (both figures and animals were painted by Adriaen van der Velde, a division of labour quite common in Dutch landscapes). This implied detachment, however, strengthens the elegiac mood aroused by the sight of overgrown ruins, melancholy reminders of a distant and more heroic past	RUISDAEL, Jacob Isaackszon van	An Extensive Landscape with a Ruined Castle and a Village Church	Oil on canvas, 109 x 146 cm	1665-72	landscape	Dutch	1651-1700
11433-tivoli.jpg	"Settled in Rome, Denis made studies of the landscape surrounding the city. He painted outdoors in all seasons, carefully studying and documenting the effects of light in various weather conditions. The present painting is described in an inscription on the reverse:  ""Le temps qui s'eclairci, peu &#224; peu, après l'orage"" (""The weather clears, little by little, after the storm"")"	DENIS, Simon-Joseph-Alexandre-Clément	View of Monticelli, near Tivoli	Oil on paper, 31 x 45 cm	-	landscape	Flemish	1751-1800
07794-060virgi.jpg	The painting is one of a series on the Life of the Virgin for the Scuola degli Albanesi, near S. Maurizio (Venice). After the suppression of the Scuola in the late eighteenth century, this canvas and The Presentation of the Virgin went to the Brera; The Birth of the Virgin to the Accademia Carrara, Bergamo, The Annunciation and The Death of the Virgin to the Ca' d'Oro and The Visitation to the Museo Correr, Venice. The entire cycle was completed in the early sixteenth century, with the help of considerable shop work	CARPACCIO, Vittore	The Marriage of the Virgin	Oil on canvas, 130 x 140 cm	1504-08	religious	Italian	1501-1550
15119-lairesse.jpg	The portrait of Gérard de Lairesse, a fellow painter, was painted when he was 24 years old. The fashionably dressed man sits sin front of a table, holding some papers in his hand. There is nothing to indicate that this man is an artist. The painter made no attempt to flatter his model, he portrayed him with his outward imperfections.Formerly the painting was attributed to Rembrandt	GELDER, Aert de	Portrait of Gérard de Lairesse	Oil on canvas, 113 x 88 cm	1665-67	portrait	Dutch	1651-1700
17249-auvers09.jpg	Catalogue numbers: F 806, JH 2017.During his first weeks in Auvers-sur-Oise, a small town near Paris, the nearby farms and the mossy thatched-roof cottages counted amongst van Gogh's favourite subjects. He was buoyed with energy and explored the area for motifs. The present painting was most probably painted among the first group  of works that the painter executed after his arrival. For this painting the artist chose a farmhouse with a thatched roof  and two women working in the garden in front. The thatched roofs reminded van Gogh of his native Brabant	GOGH, Vincent van	Farmhouse with Two Figures	Oil on canvas, 38 x 45 cm	May-June 1890, Auvers-sur-Oise	landscape	Dutch	1851-1900
04586-young_gi.jpg	This painting, treating a subject very popular in Dutch seventeenth-century genre painting, had a companion piece (now lost) depicting a soldier with a feathered hat	BIJLERT, Jan van	Young Girl Holding a Letter	Oil on panel, 56 x 45 cm	-	genre	Dutch	1601-1650
11142-1870s_07.jpg	The portrait of Estelle Musson, the artist's first cousin, was painted during Degas's 1872-1873 visit to New Orleans. Not long after marrying René de Gas, Estelle had gone blind. Degas shows her gaze by passing us, a vacant gaze bent upon vacancy. It is a discreet and simple portrait of one woman's solitude and isolation	DEGAS, Edgar	Madame René de Gas, née Estelle Muston	Oil on canvas, 73 x 92 cm	1872-73	portrait	French	1851-1900
18638-3view3lr.jpg	The picture shows the left and right wings of the third view of the Isenheim Altarpiece	GRÜNEWALD, Matthias	Visit of St Anthony to St Paul and Temptation of St Anthony	Oil on wood, 265 x 141 cm (each)	c. 1515	religious	German	1501-1550
19034-lakenami.jpg	This signed and dated painting provides a view of the Lake Nemi from the north, with the town of Nemi and the town of Genzano beyond, with a donkey and travellers on a path in the foreground.Similar views of the Lake Nemi were painted by other 18th-century painters such as Claude-Joseph Vernet, John Robert Cozens, Joseph Wright, Solomon Delane, and  Nicolas-Didier Boguet	HACKERT, Jacob Philipp	View of Lake Nemi	Oil on canvas, 65 x 88 cm	1803	landscape	German	1751-1800
16985-3drenth2.jpg	Catalogue numbers: F 19, JH 409.Unlike some earlier paintings which he did back in The Hague, in this painting van Gogh scarcely attempts any solidarity with the farming people's arduous labours. The massive blocks of colour that serve as the women's silhouettes have a self-referential in the more or less decorative way that the two figures appear in sequential rapport	GOGH, Vincent van	Two Peasant Women in the Peat Field	Oil on canvas, 28 x 37 cm	October 1883, Drenthe	landscape	Dutch	1851-1900
03728-cellier.jpg	The picture shows the central panel of the triptych depicting the Virgin with the Child	BELLEGAMBE, Jean	The Le Cellier Triptych	Tempera and oil on wood, 102 x 61 cm	1508-09	religious	Flemish	1501-1550
21608-mytholo2.jpg	Lauri's speciality was the ideal landscape with mythological subjects into which he introduced stylistic elements from Francesco Albani, Pier Francesco Mola and Gaspard Dughet. He painted small-scale Arcadian idylls executed with open brushwork in a light colour scheme. The present painting, belonging to a series of six copper panels, is a characteristic example	LAURI, Filippo	Endymion and Selene	Oil on copper, 30 x 24 cm	1650s	mythological	Italian	1651-1700
03173-spicesho.jpg	Paolo Antonio Barbieri, brother of the famous Guercino, was a master of the still-life. The austere composition of The Spice Shop, in which tall spice jars are arranged in a row parallel to the picture plane, has similarities with the art of Jacopo da Empoli, while the characterization of the youthful and romantic seller of spices reflects aspects of Guercino&#146;s style, though the execution is drier	BARBIERI, Paolo Antonio	The Spice Shop	Oil on canvas	1637	genre	Italian	1601-1650
15577-7vault3.jpg	In the Gothic vaults of the Tornabuoni Chapel the four Evangelists are floating on clouds.St John the Evangelist is writing down God's words, which are being conveyed to him by his symbolic animal, the eagle, on a piece of paper	GHIRLANDAIO, Domenico	St John the Evangelist	Fresco	1486-90	religious	Italian	1451-1500
13403-15arnol.jpg	"""The Arnolfini Marriage"" is a name that has been given to this untitled double portrait by Jan van Eyck, now in the National Gallery, London. It is one of the greatest celebrations of human mutuality. Like Rembrandt's ""Jewish Bride"", this painting reveals to us the inner meaning of a true marriage. Giovanni Arnolfini, a prosperous Italian banker who had settled in Bruges, and his wife Giovanna Cenami, stand side by side in the bridal chamber, facing towards the viewer. The husband is holding out his wife's hand.Despite the restricted space, the painter has contrived to surround them with a host of symbols. To the left, the oranges placed on the low table and the windowsill are a reminder of an original innocence, of an age before sin. Unless, that is, they are not in fact oranges but apples (it is difficult to be certain), in which case they would represent the temptation of knowledge and the Fall. Above the couple's heads, the candle that has been left burning in broad daylight on one of the branches of an ornate copper chandelier can be interpreted as the nuptial flame, or as the eye of God. The small dog in the foreground is an emblem of fidelity and love. Meanwhile, the marriage bed with its bright red curtains evokes the physical act of love which, according to Christian doctrine, is an essential part of the perfect union of man and wife.Although all these different elements are highly charged with meaning, they are of secondary importance compared to the mirror, the focal point of the whole composition. It has often been noted that two tiny figures can be seen reflected in it, their image captured as they cross the threshold of the room. They are the painter himself and a young man, doubtless arriving to act as witnesses to the marriage. The essential point, however, is the fact that the convex mirror is able to absorb and reflect in a single image both the floor and the ceiling of the room, as well as the sky and the garden outside, both of which are otherwise barely visible through the side window. The mirror thus acts as a sort of hole in the texture of space. It sucks the entire visual world into itself, transforming it into a representation.The cubic space in which the Arnolfinis stand is itself a prefiguration of the techniques of perspective which were still to come. Van Eyck practised perspective on a purely heuristic basis, unaware of the laws by which it was governed. In this picture, he uses the mirror precisely in order to explode the limits of the space to which his technique gives him access as soon as it threatens to limit him"	EYCK, Jan van	Portrait of Giovanni Arnolfini and his Wife	Oil on oak, 82 x 60 cm	1434	portrait	Flemish	1401-1450
40129-aquinas.jpg	The subject of this altarpiece is usually described as the Triumph of St Thomas Aquinas. In it the saint is depicted with open books in his hands and on his lap, receiving inspiration from above via Christ, Paul, Moses, and the Evangelists, and from below via Aristotle and Plato, while Avarro&#235;s lies at his feet	TRAINI, Francesco	The Triumph of St Thomas Aquinas	Panel	c. 1323	religious	Italian	1351-1400
20083-11hooch.jpg	This painting, also titled as A Merry Company with Two Men and Two Women, is one of the first genre pictures by De Hooch in which the figures rise above the level of soldiers visiting inns and in which the setting makes tentative claims to gentility. De Hooch took the ideas from Anthonie Palamedesz and Jacob van Velsen in Delft and from many painters in other cities. The Visit  represents the domestication of a social theme that had earlier been set mostly in taverns and bordellos. In slightly later years De Hooch would depict more luxurious rooms and superficially more polite behaviour than he did in this key work of his early maturity	HOOCH, Pieter de	The Visit	Oil on wood, 68 x 58 cm	c. 1657	genre	Dutch	1651-1700
41643-paradise.jpg	This painting is monogrammed B and dated 1576. The anonymous painter is referred to as Monogrammist B of 1576, but he is perhaps identical with Joost de Beer (active 1550, d. before 1595 in Utrecht). He transformed Dürer's famous Adam and Eve engraving into a panel painting. He placed the Fall of Man scene into the centre of a paradise landscape. In the distant background the episode of Creation of Adam can be seen	UNKNOWN MASTER, Netherlandish	Paradise with the Creation of Adam and the Fall of Man	Gum tempera on wood, 70 x 94 cm	1576	religious	Netherlandish	1551-1600
10917-lamentat.jpg	This type of Piet&#224;, whether or not accompanied by other holy women, appears more than once in Gerard David's oeuvre and was adopted on various occasions by painters of his circle such as Adriaan Isenbrant or Ambrosius Benson. A model drawing may have existed in David's studio or perhaps there was another prototype by his hand which is now lost. On closer examination David seems here to have built on both Hugo van der Goes and Hans Memling.The composition of the scene is a kind of reprise of Memling's Reins triptych (Memlingmuseum, Bruges). Here too, the scene is set in front of a landscape with on the left buildings intended to represent Jerusalem and on the right a group of rocks which serves as a repoussoir. The tomb of Joseph of Arimathea, which he placed at Christ's disposal, has been hewn out of the rocks here. Wearing a turban and exotic clothing he stands in profile before the tombstone, while Nicodemus enters the tomb. With Memling it is a Roman sarcophagus which stands in front of the rock and which is being opened by Joseph and Nicodemus. The composition itself, with the body held almost upright under the armpits and the head nodding to one side, derives from the right wing of Hugo van der Goes' Lamentation diptych (Kunsthistorisches Museum, Vienna). The figure of the Virgin placed parallel along Christ's body with her arm diagonally across it is an adaptation in reverse of the Virgin's posture in Van der Goes. The same is probably also the case with the position of the squatting Mary Magdalene. The St John, with his right knee and foot in frontal view, is also borrowed from Memling's Reins triptych. The spire in the landscape is probably intended to suggest Bruges' Our Lady's Church	DAVID, Gerard	Lamentation	Oil on oak panel, 39,4 x 31,7 cm	-	religious	Flemish	1501-1550
07663-carlev08.jpg	The painting affords a view of the Serenissima's most characteristic quay: the Molo, with the columns of San Marco and San Todaro (or Teodoro) framing the entrance to the city. On the left stands the Ducal Palace, rendered in minute detail. The steep perspective in which the building is captured continues into the background along the Riva degli Schiavoni. Cast in contrasting light and truncated by the upper border of the image, the column of San Todaro dominates the scene. Between it and the column of San Marco the mast of a schooner appears in the background; it marks the central axis of the composition. Together with the large schooner on the right, the column of San Todaro to some extent counterbalances the buildings which occupy the left side. There is much activity both on the water and in the Square, where most of the figures are gathered in small groups.This view of the Molo and the Ducal Palace towards the east is highly unusual. Instead of depicting the Palace frontally, Carlevaris turned a quarter circle so that we look down the façade of the building towards the Riva degli Schiavoni, a composition he also used in four later works. The vantage-point in all these works is from the loggia of the Library, directly opposite the Ducal Palace.Although the architecture dominates the composition, the artist paid close attention to the human figures. Drawn or painted studies for several of the macchiette have survived. Scenes of people and situations drawn from everyday life were introduced to Italy in the first half of the seventeenth century by Dutch painters active in Rome. In the course of the century the so-called Bamboccianti cast such everyday scenes with growing frequency against a &#151; sometimes identifiable &#151; urban background. One of these painters was Johannes Lingelbach, whose work seems to have inspired Carlevaris's vedute. The Venetian artist is thought to have spent some time in Rome, where he could have become familiar with Lingelbach's work.Carlevaris's town views are also deeply rooted in the Venetian tradition of depicting historic or festive events. His View of the Molo with the Ducal Palace, however, does not document a procession, reception or other festivity; rather, it subordinates the human figures to a portrayal of one part of the city in meticulous, topographically correct detail from an unorthodox point of view	CARLEVARIS, Luca	The Molo with the Ducal Palace	Oil on canvas, 70 x 118 cm	c. 1710	landscape	Italian	1701-1750
44383-winterla.jpg	Reveling in an expanse of sky, in the physical insignificance of Humankind, Wouwerman pays homage to the elements, to Nature's irrational, unbalanced aspects, with all of us in her thrall, never more so than in the dead of winter. Qualities of the picturesque, the irregular, decorative tricks of the eighteenth-century artist's trade, are anticipated by this scene	WOUWERMAN, Philips	Winter Landscape with Wooden Bridge	Oil on oak, 29 x 37 cm	-	landscape	Dutch	1651-1700
39170-09valma.jpg	This scene is on the wall of the room with Rustic Scenes in the Foresteria of the Villa Valmarana.Within curious frames interwoven with rings that were painted in advance by Girolamo Mengozzi Colonna, and almost seem to open up the walls of the space to the surrounding countryside, Tiepolo painted some of his most compelling works. One is the Peasants at Rest in which the characters gather during the hot hours of the day to converse in the shade of a large tree near their house, having momentarily abandoned their wearying labour in the fields	TIEPOLO, Giovanni Domenico	Peasants at Rest	Fresco	1757	genre	Italian	1751-1800
22145-ludovisi.jpg	This sensitive portrait of Ludovico, turning his head to meet the gaze of the viewer, must have been painted by Ottavio Leoni shortly after Ludovico, a protégé of Pope Gregory XV (1621-1623), became cardinal. Wearing the ring symbolic of his new office, his lively right hand grasps the chair, while his left hand languidly holds a letter, likely alluding to Ludovico's duties as secretary of state. In the seated, three-quarter length format the influence of Raphael can be noted	LEONI, Ottavio	Portrait of Cardinal Ludovico Ludovisi	Oil on canvas, 136 x 100 cm	1621	portrait	Italian	1601-1650
34032-2renoi13.jpg	This picture is one of Renoir's largest composition. It features the cheerful attitude to life and the Impressionist theme of figures in the open air. The assembled company are enjoying the carefree mood of a Sunday and the agreeable warmth of the sunlight filtering through the leaves. Renoir painted the canvas directly from the scene, the models in the foreground are his friends.The Moulin de la Galette was a dancing garden, created by converting two old windmills in Montmartre, where the public could come and dance on Sundays	RENOIR, Pierre-Auguste	Dance in the Moulin de la Galette	Oil on canvas, 131 x 175 cm	1876	genre	French	1851-1900
43965-2tripti1.jpg	"The Louvre Annunciation is the central panel of a triptych the wings of which are most probably not the work of Rogier. Its style is quite different from that of the Descent from the Cross and shows closer affinities to that of Jan Van Eyck. It even reproduces certain details familiar to us from the Arnolfini Marriage, including the red of the bed clothes and hangings and the carved copper chandelier. Instead of the famous convex mirror, the painting features a copper medallion glinting in the background. This is also a picture replete with symbols in typical Campin style: lily, ewer and basin for purifying water, representing the purity of the Virgin Mary; a phial traversed by a ray of light evoking the miraculous birth; an orange or ""Chinese apple"", fruit of the forbidden tree, reminding us of the necessity of Redemption; extinguished candles, awaiting the coming of the Light, i.e. the Word made flesh.The painting seems to have been designed to suit the Flemish taste for intimate domestic scenes, according to which painters were expected to portray religious themes in familiar bourgeois interiors. Yet, this does not derive from any concern for the minutiae of realist detail, but from properly theological reasons.The new religious tendency in Flanders at that time was the ""devotio moderna"". This doctrine urged the believer to meditate on Christ's humanity, by representing it to himself in the context of his present life. In Rogier's painting, the contemporary setting, underlined by the absence of haloes, is meant to draw the viewer in so that he effectively participates in the scene before him. This is why the angel Gabriel appears before Mary dressed in an immaculate alb and magnificent brocade cope, as if he had come to celebrate mass, rather than deliver a message"	WEYDEN, Rogier van der	The Annunciation	Oil on oak panel, 86 x 93 cm	c. 1440	religious	Flemish	1401-1450
21261-port_man.jpg	This small double-sided panel bears a portrait of a man on one side and a depiction of a girl making a garland on the reverse. The identity of the young man is not known. Rather than a portrait, the girl on the reverse side is a female type, symbolizing a lover or perspective bride.This is among the relatively few extant early sixteenth-century panels that join a portrait with an emblematic or allegorical subject on the verso	KULMBACH, Hans Süss von	Portrait of a Young Man	Oil on poplar panel, 19 x 15 cm	c. 1508	portrait	German	1501-1550
35820-ferrybo.jpg	With far-reaching stylistic similarities in their monochromatic, tonal treatment of the subject, Salomon van Ruysdael's river landscapes and those of Jan van Goyen from the 1630s are almost indistinguishable. However, around 1645 the first-named artist discovered the pictorial possibilities of the tree motif in compositions, through the work of his much more famous nephew Jacob Isaacksz. van Ruisdael, in which this element plays a key role. This gave his variations on the theme a new impulse, and between 1645 and 1655 he painted a series of peaceful, limpid views with which he reached the summit of his art. With the cautious expansion of his palette and the more self confident style typical of these years, his work is also much more distinctively his own.The compositional structure to which this landscape owes its attractiveness is of a bold simplicity. A quarter of the way up the picture the horizontal axis intersects a vertical axis provided by the dark silhouette of a group of trees rising up on the opposite river bank. This divides the picture into two zones, of almost identical size, but in formal contrast to each other. In the left half each individual motif, under a highly atmospheric sky, bathes in an aura of lightness and weightlessness, contrasting with the right half, where mass and volume are piled up in the form of a farmstead, overshadowed by the tree group. Within this constellation even the ferry in the left foreground, laden low with a four-in-hand and a large number of passengers, appears like a fallen leaf carried along effortlessly by the river, the connecting feature stretching through this landscape.Within Salomon van Ruysdael's work, catalogued by Wolfgang Stechow, this painting represents an exception from his otherwise typical use of diagonals in his compositions. But whenever in later works he returns to this traditional pattern, this Ferryboat appears to have been a key work for the discovery of new waterside motifs, providing the viewer with variety and entertainment during his visual walk along never-ending river banks	RUYSDAEL, Salomon van	The Ferryboat	Oil on canvas, 91 x 130,5 cm	1647	landscape	Dutch	1601-1650
